candidate_id,question_id,pmid,rater_1_relevance,rater_2_relevance,rater_3_relevance,final_relevance,method,notes
Q024-C016,Q024,32059748,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C017,Q024,25470749,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C018,Q024,15526274,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C019,Q024,40599055,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C020,Q024,26096280,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C021,Q024,34645714,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q024-C022,Q024,29094227,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q025-C001,Q025,26380303,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q025-C002,Q025,25312642,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q025-C003,Q025,22381526,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q025-C004,Q025,19897286,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q025-C005,Q025,28192862,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q025-C006,Q025,34680483,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q025-C007,Q025,26803842,2,1,0,1,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/1/0; independent gpt-5.6-sol decision, confidence=3: Supports connexin hemichannels, calcium elevation, and NF-κB activation as DMD-related pathology mechanisms, but connexin deletion did not reduce macrophage infiltration and chronic inflammation is not directly established."
Q025-C008,Q025,21842588,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q025-C009,Q025,17380205,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q025-C010,Q025,32224496,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q026-C001,Q026,40510181,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C002,Q026,35953929,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C003,Q026,36326134,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C004,Q026,36810115,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q026-C005,Q026,32422994,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C006,Q026,22731715,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q026-C007,Q026,36709599,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q026-C008,Q026,40469511,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C009,Q026,31141995,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C010,Q026,28654658,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C011,Q026,33803334,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C012,Q026,34959809,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q026-C013,Q026,36831324,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q026-C014,Q026,41300111,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q026-C015,Q026,22684624,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C016,Q026,41651593,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q026-C017,Q026,39286812,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q026-C018,Q026,35573092,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q026-C019,Q026,39461239,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q026-C020,Q026,40885307,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q026-C021,Q026,40674913,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q026-C022,Q026,38061697,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q026-C023,Q026,40917749,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q027-C001,Q027,40822954,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q027-C002,Q027,35399300,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q027-C003,Q027,28070798,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q027-C004,Q027,41226614,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q027-C005,Q027,26593863,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q027-C006,Q027,37241088,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q027-C007,Q027,23065592,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q027-C008,Q027,34621381,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q027-C009,Q027,23894780,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q027-C010,Q027,29765404,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q027-C011,Q027,24563883,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q027-C012,Q027,27186560,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q027-C013,Q027,29026419,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q027-C014,Q027,27018618,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q027-C015,Q027,27043843,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q027-C016,Q027,37513592,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q027-C017,Q027,36916543,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q027-C018,Q027,28092021,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q027-C019,Q027,21278761,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q027-C020,Q027,38284726,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q027-C021,Q027,32666762,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q027-C022,Q027,34015387,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q028-C001,Q028,29115423,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q028-C002,Q028,29108234,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q028-C003,Q028,29455644,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q028-C004,Q028,26202948,1,0,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/1.
Q028-C005,Q028,19850869,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q028-C006,Q028,16226704,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q028-C007,Q028,35402265,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q028-C008,Q028,15225643,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q028-C009,Q028,21511051,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q028-C010,Q028,18454859,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q028-C011,Q028,42191394,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q028-C012,Q028,36938944,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q028-C013,Q028,40603821,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q028-C014,Q028,16854453,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q028-C015,Q028,28938696,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q028-C016,Q028,28871105,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q029-C001,Q029,11927518,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q029-C002,Q029,34272458,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q029-C003,Q029,38001470,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q029-C004,Q029,37107335,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q029-C005,Q029,42065920,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q029-C006,Q029,39119148,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q029-C007,Q029,40418230,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q029-C008,Q029,41587514,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q029-C009,Q029,35642067,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q029-C010,Q029,40113668,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q029-C011,Q029,40681353,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q029-C012,Q029,19036896,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q029-C013,Q029,37259606,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q030-C001,Q030,28445690,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C002,Q030,23123365,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q030-C003,Q030,39089535,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C004,Q030,32158005,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q030-C005,Q030,41443481,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q030-C006,Q030,41090786,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C007,Q030,40264292,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C008,Q030,21145432,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q030-C009,Q030,30104698,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q030-C010,Q030,21872339,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C011,Q030,29489077,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C012,Q030,38820411,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q030-C013,Q030,19188531,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q030-C014,Q030,39615605,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C015,Q030,41373743,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q030-C016,Q030,37264010,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C017,Q030,26065825,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C018,Q030,31427752,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C019,Q030,41226404,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C020,Q030,35163538,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q030-C021,Q030,27885969,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q031-C001,Q031,38590314,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C002,Q031,19720210,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C003,Q031,30194992,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C004,Q031,31509236,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C005,Q031,16990802,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q031-C006,Q031,29528494,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C007,Q031,29467325,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C008,Q031,40484710,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q031-C009,Q031,31182684,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C010,Q031,37120405,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q031-C011,Q031,33233866,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C012,Q031,41155460,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C013,Q031,40649943,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q031-C014,Q031,29676067,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q031-C015,Q031,35216228,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C016,Q031,39202657,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q031-C017,Q031,31902917,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C018,Q031,33368555,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q031-C019,Q031,16550169,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q031-C020,Q031,40985485,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q031-C021,Q031,32610574,0,1,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/0.
Q031-C022,Q031,32751111,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q032-C001,Q032,18328887,2,1,0,2,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/1/0; independent gpt-5.6-sol decision, confidence=3: Directly identifies inflammatory cytokines and mediators, including TGF-β, IL-5, and IL-13, that drive asthma progression toward airway remodeling."
Q032-C002,Q032,38579176,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q032-C003,Q032,41919890,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q032-C004,Q032,30364003,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q032-C005,Q032,30323811,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q032-C006,Q032,27931975,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q032-C007,Q032,33013361,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q032-C008,Q032,37834157,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q032-C009,Q032,40257546,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q032-C010,Q032,19075788,2,1,0,2,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/1/0; independent gpt-5.6-sol decision, confidence=2: Directly evaluates TGF-β and IL-13 as cytokine mechanisms of allergic airway remodeling, although exacerbations are not explicitly studied."
Q032-C011,Q032,15032597,2,1,0,2,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/1/0; independent gpt-5.6-sol decision, confidence=3: Directly links IL-13-driven inflammation to TGF-β activation, airway fibrosis, epithelial injury, mucus production, and asthma progression."
Q032-C012,Q032,12170265,2,1,0,1,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/1/0; independent gpt-5.6-sol decision, confidence=3: Demonstrates active TGF-β/Smad2 signaling associated with airway remodeling in asthma, but does not address exacerbation as the upstream context."
Q033-C001,Q033,35075250,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q033-C002,Q033,35646542,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C003,Q033,38756248,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C004,Q033,33869196,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C005,Q033,38871948,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C006,Q033,38351696,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C007,Q033,34129254,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C008,Q033,34607160,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C009,Q033,42173841,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C010,Q033,36703745,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q033-C011,Q033,30081711,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C012,Q033,36370962,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C013,Q033,36398583,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C014,Q033,36029649,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C015,Q033,34864819,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C016,Q033,35785548,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C017,Q033,41351245,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q033-C018,Q033,34522161,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q033-C019,Q033,29957462,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q034-C001,Q034,41601934,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q034-C002,Q034,33072401,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q034-C003,Q034,16728325,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q034-C004,Q034,26054568,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q034-C005,Q034,41199318,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q034-C006,Q034,34293080,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q034-C007,Q034,28993218,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q034-C008,Q034,23704522,2,2,0,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/0.
Q034-C009,Q034,15544519,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q034-C010,Q034,26935357,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q034-C011,Q034,24319628,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q034-C012,Q034,32923607,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q034-C013,Q034,31005756,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q034-C014,Q034,40752455,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q034-C015,Q034,31866994,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q034-C016,Q034,40528841,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q034-C017,Q034,33640465,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q034-C018,Q034,37958563,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q034-C019,Q034,9626050,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q034-C020,Q034,41789111,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q034-C021,Q034,21584427,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q035-C001,Q035,38881451,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q035-C002,Q035,35524726,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q035-C003,Q035,40277933,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q035-C004,Q035,34904366,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q035-C005,Q035,32450920,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q035-C006,Q035,42166024,0,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/1.
Q035-C007,Q035,35658936,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q035-C008,Q035,37468473,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q035-C009,Q035,28143833,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q035-C010,Q035,41291782,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q035-C011,Q035,31838837,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C001,Q036,21793854,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C002,Q036,34942962,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C003,Q036,33515348,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C004,Q036,31092832,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q036-C005,Q036,37701897,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q036-C006,Q036,29326403,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q036-C007,Q036,26881038,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C008,Q036,21391649,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q036-C009,Q036,40243461,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C010,Q036,21060289,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C011,Q036,37571283,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C012,Q036,34518768,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q036-C013,Q036,37468211,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C014,Q036,22752583,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C015,Q036,31480567,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q036-C016,Q036,26165427,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C017,Q036,31112588,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
