question_id,domain,question,edge_id,source,target,relation_type,supporting_titles,pmids,min_hop_count,max_path_score,rater_id,biologically_meaningful,relation_type_correct,notes
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E08,melatonin,atp6v0d2,downregulates,Melatonin Attenuates RANKL-Induced Osteoclastogenesis via Inhibition of Atp6v0d2 and DC-STAMP through MAPK and NFATc1 Signaling Pathways.,35056817,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E09,melatonin,mapk8,inhibits,Melatonin Attenuates RANKL-Induced Osteoclastogenesis via Inhibition of Atp6v0d2 and DC-STAMP through MAPK and NFATc1 Signaling Pathways.,35056817,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E10,melatonin,il1b,prevents,Melatonin prevents cadmium-induced osteoporosis by affecting the osteoblast and osteoclast differentiation and pyroptosis in duck.,38981361,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E11,melatonin,il18,prevents,Melatonin prevents cadmium-induced osteoporosis by affecting the osteoblast and osteoclast differentiation and pyroptosis in duck.,38981361,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E12,melatonin,nfkb1,inhibits,Melatonin promotes the restoration of bone defects via enhancement of miR-335-5p combined with inhibition of TNFalpha/NF-kappaB signaling.,36520091,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E13,melatonin,tnf,inhibits,Melatonin promotes the restoration of bone defects via enhancement of miR-335-5p combined with inhibition of TNFalpha/NF-kappaB signaling.,36520091,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E14,melatonin,tnfsf11,regulates,Melatonin: A Potential Therapy for Osteoporosis With Insights Into Molecular Mechanisms.,40452254,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E15,melatonin,inflammation,decreases,Melatonin: A Potential Therapy for Osteoporosis With Insights Into Molecular Mechanisms.,40452254,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E16,melatonin,fractures bone,suppresses,Melatonin suppresses both osteoblast and osteoclast differentiation through repression of epidermal Erk signaling in the zebrafish scale.,32768192,1,0.534,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E17,melatonin,0493,induces,Melatonin induces RAW264.7 cell apoptosis via the BMAL1/ROS/MAPK-p38 pathway to improve postmenopausal osteoporosis.,37907083,1,0.49,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E18,melatonin,cadmium,prevents,Melatonin prevents cadmium-induced osteoporosis by affecting the osteoblast and osteoclast differentiation and pyroptosis in duck.,38981361,1,0.49,,,,
Q048,method stress test,What evidence supports a causal pathway from melatonin to osteoclast inhibition through miR-21?,Q048-E19,melatonin,calcium,suppresses,Melatonin suppresses the plasma calcium level in female goldfish during the late and post-reproductive stages.,40858633,1,0.49,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E01,sars-cov2 virus,covid-19,causes,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,1,0.666,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E02,sars-cov2 virus,vascular system injuries,leads_to,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,1,0.666,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E03,sars-cov2 virus,blood coagulation disorders,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,1,0.618,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E04,covid-19,blood coagulation disorders,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.; Tissue factor in COVID-19-associated coagulopathy.,32735131;36265412,2,0.532,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E05,blood coagulation disorders,covid-19,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.; Tissue factor in COVID-19-associated coagulopathy.,32735131;36265412,2,0.494,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E06,covid-19,thromboinflammation,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.458,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E07,covid-19,thrombophilia,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.458,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E08,covid-19,complement,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.458,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E09,covid-19,d-dimer,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.458,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E10,blood coagulation disorders,thromboinflammation,related_to,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.451,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E11,blood coagulation disorders,vascular system injuries,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.451,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E12,blood coagulation disorders,complement,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.451,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E13,blood coagulation disorders,d-dimer,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.451,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E14,blood coagulation disorders,thromboplasminflammation,associated_with,Thromboplasminflammation in COVID-19 Coagulopathy: Three Viewpoints for Diagnostic and Therapeutic Strategies.,34177896,2,0.451,,,,
Q015,infectious disease,What host genes form a plausible 2-hop path between SARS-CoV-2 infection and coagulation abnormalities?,Q015-E15,vascular system injuries,blood coagulation disorders,associated_with,COVID-19-Associated Coagulopathy: An Exacerbated Immunothrombosis Response.,32735131,2,0.451,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E01,atrophy,muscular atrophy spinal,causes,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.,33353564,1,0.593,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E02,muscular atrophy spinal,smn1,causes,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.; Mitochondrial Dysfunction in Spinal Muscular Atrophy.; Characterization of SMA Type II Skeletal Muscle from Treated Patients shows Mitochondrial Deficiency and Denervation.,33353564;36142791;39264856,2,0.474,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E03,muscular atrophy spinal,neuromuscular diseases,associated_with,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.; Mitochondrial Dysfunction in Spinal Muscular Atrophy.,33353564;36142791,2,0.474,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E04,muscular atrophy spinal,muscle weakness,causes,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.,33353564,2,0.474,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E05,muscular atrophy spinal,pyruvic acid,ameliorates,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.,33353564,2,0.474,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E06,muscular atrophy spinal,mitochondrial diseases,associated_with,Mitochondrial dysfunction in a neural cell model of spinal muscular atrophy.; Mitochondrial Dysfunction in Spinal Muscular Atrophy.,19437551;36142791,2,0.474,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E07,muscular atrophy spinal,smn1,associated_with,Mitochondrial dysfunction in a neural cell model of spinal muscular atrophy.,19437551,2,0.436,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E08,muscular atrophy spinal,mitochondrial complex i deficiency,associated_with,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.,33353564,2,0.436,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E09,muscular atrophy spinal,adenosine triphosphate,associated_with,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.,33353564,2,0.436,,,,
Q016,rare disease,What pathways connect SMN deficiency to mitochondrial dysfunction in spinal muscular atrophy?,Q016-E10,muscular atrophy spinal,reactive oxygen species,associated_with,Mitochondrial defects in the respiratory complex I contribute to impaired translational initiation via ROS and energy homeostasis in SMA motor neurons.,33353564,2,0.436,,,,
